EmployeeID,FirstName,LastName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E001266,Jennifer,Jacobs,21-03-2021,24-09-1980,44,South Haley,24-10-2021,60511,M0003,Finance,Relocation,Male,Consultant,5
E001267,Matthew,Wong,28-08-2022,04-03-1990,,South Michele,11-02-2024,87154,,Sales,Retired,Other,Consultant,2
E001268,Carrie,Anderson,09-10-2023,03-04-1992,32,Elizabethmouth,10-09-2024,105909,,Finance,Terminated,Male,Consultant,2
E001269,Troy,Wright,07-02-2024,10-12-1988,36,Dicksonburgh,09-09-2024,69318,M0022,Sales,Retired,Female,Executive,5
E001270,Karen,Russo,03-03-2024,28-12-1973,51,Carpenterfurt,05-09-2025,97396,M0053,Operations,Relocation,Other,Manager,5
E001271,Stephanie,Figueroa,22-12-2024,14-09-1991,33,Harrisside,16-04-2025,187260,M0097,Operations,Terminated,Female,Manager,1
E001272,Michelle,Coffey,26-02-2022,31-08-1997,27,Angelaview,21-11-2022,126285,M0077,Operations,Better Opportunity,Female,Analyst,4
E001273,Brenda,Winters,16-01-2021,11-10-1971,53,South Sarahport,14-04-2021,117209,M0108,Engineering,Resigned,Male,Engineer,3
E001274,Richard,Lawrence,16-11-2024,22-02-1983,41,West Tara,12-03-2025,152910,M0091,It,Relocation,Other,Engineer,3
E001275,Joseph,Henry,13-11-2024,19-07-1971,53,Lake Angelabury,05-05-2025,67147,M0056,engineering,Better Opportunity,Other,Engineer,5
E001276,James,Rose,16-06-2022,16-12-1990,34,Port Donna,03-07-2025,172407,M0098,Operations,Relocation,Male,Analyst,3
E001277,Roger,Taylor,05-02-2024,07-08-1994,30,Donaldchester,26-01-2025,194006,,Sales,Relocation,Male,Manager,3
E001278,Glenn,Johnson,20-07-2022,24-12-1978,46,Holmesville,19-01-2023,140198,M0055,Marketing,Better Opportunity,Other,Analyst,5
E001720,Sandra,Boyd,24-02-2023,27-01-1982,42,Erinfort,18-05-2023,171409,M0044,HR,Retired,Female,Consultant,2
E001280,Jamie,Kirby,17-07-2023,18-05-1984,40,East Charles,28-08-2024,150932,M0008,Finance,Terminated,Other,Manager,5
E001281,Christina,Boyd,26-09-2022,06-12-1983,41,Lewisbury,09-06-2024,132279,M0057,Engineering,Relocation,Male,Engineer,5
E001282,Linda,Wilson,24-06-2024,20-01-1970,54,Brittanymouth,04-07-2024,194K,M0065,IT,Terminated,Female,Engineer,3
E001283,Bill,Kelly,17-01-2024,16-08-1985,39,Richardton,21-09-2025,109408,M0095,Marketing,Resigned,Other,Analyst,5
E001284,Alexander,Hester,12-05-2024,03-06-1968,56,Proctorview,03-07-2025,49311,M0098,,Retired,Female,Analyst,4
E001285,Tiffany,Bradley,08-09-2021,10-05-1984,40,North Matthewburgh,02-12-2023,108641,M0042,Engineering,Relocation,Male,Consultant,5
E001286,Jennifer,Roberts,22-01-2021,11-04-1974,50,Port Ashley,06-12-2023,111898,M0111,Marketing,Health Issues,Other,Analyst,3
E001287,Sherry,Wallace,12-09-2023,24-06-1974,50,South Anthonyfurt,15-03-2025,77618,M0008,IT,Retired,Male,Executive,5
E001288,Jacqueline,West,18-02-2022,12-03-1991,33,New Sarah,28-11-2025,87050,M0039,Engineering,Retired,Other,Engineer,3
E001289,Shannon,Ho,13-01-2022,27-03-2004,20,Erintown,13-10-2024,95K,M0108,IT,Health Issues,Other,Manager,3
E001290,Stephen,Clark,11-01-2022,29-06-1999,25,South Nicholas,07-02-2023,102192,M0073,Marketing,Resigned,Other,Consultant,3
E001291,Bernard,Reed,05-08-2023,25-07-1979,45,Johnburgh,14-08-2024,135143,M0026,Engineering,Better Opportunity,Male,Manager,5
E001292,Shawn,Stephenson,21-02-2023,06-11-1987,37,Stephenbury,29-05-2024,127572,M0038,Sales,Terminated,Female,Engineer,3
E001293,Alex,Malone,09-03-2022,15-02-1981,43,Greentown,23-03-2023,122786,M0011,Operations,Health Issues,Other,Consultant,5
E001294,Karen,Harrington,01-10-2024,18-08-2000,24,Lindabury,26-05-2025,193326,M0095,,Retired,Female,Executive,5
E001295,Wesley,Leon,29-03-2024,22-06-1978,,New Brandonton,13-12-2024,107884,M0013,HR,Retired,Other,Analyst,1
E001296,Ernest,Taylor,27-10-2023,22-08-1969,55,Grahamton,15-02-2025,165502,M0044,IT,Health Issues,Female,Manager,5
E001297,Whitney,Jackson,02-05-2024,13-12-1999,25,Stephenschester,21-08-2024,142431,M0120,Engineering,Better Opportunity,Female,Executive,2
E001298,John,Hutchinson,16-04-2023,04-01-1985,40,Bethchester,14-06-2023,91660,M0020,Sales,Relocation,Female,Analyst,3
E001299,Kimberly,Drake,05-08-2022,25-06-1999,25,Markview,02-11-2024,63139,M0091,,Relocation,Female,Consultant,2
E001300,Kenneth,Hardin,30-01-2024,18-08-1975,,Kelleyside,29-03-2024,66950,M0030,Finance,Retired,Male,Consultant,1
E001301,Janet,Lee,17-09-2024,16-03-1966,58,Murphymouth,04-10-2025,82198,M0088,Sales,Health Issues,Other,Engineer,1
E001302,Christopher,Morrow,07-11-2023,31-03-1976,,New Paula,17-04-2025,152971,M0111,HR,Terminated,Other,Manager,1
E001303,Natasha,Gonzalez,24-02-2021,13-10-1972,52,Chavezmouth,24-09-2023,184073,M0074,Engineering,Better Opportunity,Female,Engineer,5
E001304,Savannah,Tran,28-08-2023,29-10-1976,48,Thomasberg,01-09-2025,172116,M0084,HR,Retired,Other,Engineer,4
E001305,Laura,Willis,01-01-2023,23-01-1981,43,Gutierrezborough,15-03-2023,44371,M0034,Operations,Retired,Female,Executive,1
E001306,Anna,Adkins,15-07-2022,12-03-1966,58,Lake Joshua,17-08-2022,108197,M0051,OPERATIONS,Resigned,Male,Executive,4
E001307,Frederick,Landry,02-01-2024,01-05-1972,52,Jasonberg,26-07-2025,111854,M0042,Operations,Resigned,Male,Analyst,3
E001308,David,Lara,28-02-2022,27-07-1966,58,West Kathy,08-05-2022,143983,M0074,HR,Resigned,Male,Executive,2
E001309,Travis,Ellis,30-05-2021,26-03-1977,47,Jessicahaven,20-01-2025,90937,M0039,Operations,Terminated,Other,Executive,3
E001310,Kurt,Strickland,12-09-2022,30-05-1990,34,Peterland,09-11-2024,48811,M0105,Sales,Retired,Male,Analyst,3
E001311,Glenn,Rosales,21-12-2021,18-10-1999,25,Alexandramouth,29-11-2022,199430,M0119,HR,Retired,Female,Analyst,1
E001312,Nichole,Buckley,19-09-2022,24-05-1993,31,Lake Christopher,17-01-2023,166K,M0119,IT,Terminated,Other,Manager,3
E001313,Jodi,Obrien,26-06-2021,24-03-1975,49,Carterbury,27-01-2022,142243,M0016,,Relocation,Female,Executive,4
E001314,Tammy,Woods,13-12-2022,02-01-1999,26,East Gregory,13-06-2025,161428,M0013,HR,Resigned,Male,Analyst,5
E001315,Brett,Anderson,04-03-2023,27-12-1992,32,West Carlos,01-03-2025,54234,M0035,Finance,Retired,Male,Executive,5
E001316,Kaitlin,Richardson,02-08-2023,20-09-2001,23,Elizabethport,23-08-2023,172K,M0084,Marketing,Retired,Male,Consultant,4
E001317,Christina,Gonzales,14-04-2023,27-06-1990,34,Ericshire,05-11-2024,114510,M0041,Sales,Health Issues,Male,Consultant,5
E001318,Joshua,Parker,30-05-2023,13-09-1978,46,North Jasonton,22-06-2025,33527,M0041,Marketing,Better Opportunity,Other,Manager,5
E001319,Michelle,Atkins,09-07-2024,09-03-1980,44,East Sandramouth,02-11-2025,173K,M0115,IT,Health Issues,Male,Analyst,5
E001320,Cathy,Hall,12-11-2021,13-12-2002,22,South Joshua,12-11-2024,149050,M0051,HR,Better Opportunity,Female,Consultant,4
E001321,Elizabeth,Ortiz,26-04-2023,18-02-1969,,Lake Keith,15-12-2024,161546,M0042,IT,Resigned,Other,Engineer,2
E001322,Diana,Kelly,20-12-2022,06-09-1995,29,Lake Justinburgh,15-11-2024,164883,,Finance,Terminated,Male,Consultant,3
E001323,Rhonda,Flynn,18-10-2024,27-07-1972,52,East Lucas,22-10-2025,186004,M0023,IT,Terminated,Female,Consultant,1
E001324,Michelle,Evans,20-07-2022,04-01-2001,24,Greenchester,21-06-2025,156953,M0080,IT,Retired,Male,Consultant,3
E001325,Andrea,Browning,05-11-2023,28-02-1988,36,Mackville,26-03-2024,47217,M0054,Operations,Better Opportunity,Male,Executive,4
E001326,Kimberly,Greene,30-12-2021,22-02-1969,55,Jamesberg,19-07-2025,191772,M0005,Operations,Resigned,Other,Consultant,5
E001327,Andrea,Harrington,11-07-2021,03-11-1976,48,North Johnberg,04-01-2023,82408,M0029,Sales,Resigned,Other,Engineer,2
E002579,Theodore,Crane,15-07-2022,22-12-1994,30,Lake Hunter,19-04-2025,75467,M0117,IT,Better Opportunity,Male,Executive,2
E001329,Steven,Ramsey,15-06-2024,14-01-1971,54,Walkerland,10-10-2025,39184,M0076,Sales,Resigned,Other,Analyst,4
E001330,Elijah,Hart,14-12-2021,15-04-1971,53,Seanchester,05-04-2023,142421,M0027,IT,Terminated,Male,Manager,3
E001331,Robert,Torres,12-07-2023,04-03-1973,51,Collierbury,09-09-2024,130382,M0001,Marketing,Retired,Other,Manager,2
E001332,Amy,Hoffman,29-11-2024,17-03-1997,27,Port Jon,22-09-2025,108698,M0114,Operations,Health Issues,Other,Consultant,5
E001333,Dylan,Padilla,19-11-2023,03-08-1987,37,West Tyler,07-01-2024,188953,M0078,Finance,Health Issues,Other,Manager,4
E001334,Amanda,Cook,29-12-2021,23-01-1968,56,South Nicholas,08-05-2024,165592,M0048,Engineering,Better Opportunity,Female,Manager,2
E001335,Jonathan,Roberts,10-04-2021,02-04-1999,25,Davidmouth,13-05-2025,118433,M0045,HR,Resigned,Other,Consultant,5
E001336,George,Saunders,01-07-2023,24-09-1988,36,New Brandonfurt,06-08-2024,185112,M0063,Finance,Retired,Male,Manager,2
E001337,Cheryl,Rodriguez,07-12-2024,01-06-2003,21,South Nathan,29-03-2025,76598,M0076,Operations,Terminated,Female,Analyst,3
E001338,Courtney,Allen,31-07-2022,24-03-1986,38,East Ryanstad,31-07-2025,107641,M0102,Marketing,Better Opportunity,Other,Manager,2
E001339,Anthony,Johnson,19-08-2022,30-09-1966,58,Calvinmouth,06-05-2025,118828,M0079,HR,Relocation,Male,Manager,1
E001340,Robert,Clark,23-07-2023,30-10-2002,22,Bradleymouth,15-01-2025,128K,M0026,Sales,Terminated,Female,Analyst,1
E001341,April,Scott,27-03-2022,14-06-1986,38,Port Jonathan,10-01-2024,87757,M0081,Marketing,Relocation,Other,Analyst,4
E001342,Jill,Morris,28-12-2021,06-09-1970,54,Port Sherylview,09-12-2023,122304,M0117,IT,Relocation,Female,Engineer,3
E001343,Karen,Alexander,14-05-2024,08-12-1973,51,Lake David,16-07-2025,178128,M0028,hr,Retired,Other,Engineer,4
E001344,Jason,Chavez,25-05-2021,19-04-1971,53,Port Susan,29-09-2025,149282,M0068,Engineering,Relocation,Female,Engineer,3
E001345,Gabriel,Floyd,11-08-2023,18-06-1978,46,Benjaminburgh,29-11-2024,156572,M0047,Operations,Health Issues,Male,Engineer,3
E001346,Benjamin,Parks,06-06-2024,20-04-1988,36,East Jacobville,14-08-2025,122K,M0094,HR,Retired,Other,Executive,4
E001347,Ruben,Castillo,21-01-2022,04-11-1979,45,Davidside,26-01-2025,120488,M0066,Sales,Relocation,Other,Manager,5
E001348,Toni,Johns,12-12-2022,09-03-1985,39,Charlesmouth,20-10-2023,196170,M0007,IT,Retired,Female,Engineer,5
E001349,Amanda,Austin,30-04-2021,15-11-1965,59,Timothyville,13-01-2024,48089,M0021,Finance,Resigned,Other,Engineer,1
E001350,Harold,Alvarez,01-04-2024,17-08-1995,29,West Ana,30-07-2025,177640,M0088,Operations,Relocation,Other,Engineer,4
E001351,Matthew,Wagner,07-07-2021,26-02-1991,33,Mindyview,20-11-2025,86530,M0016,Finance,Health Issues,Male,Engineer,4
E001352,Kristin,Sweeney,10-03-2022,02-11-1974,50,Lake Davidland,06-09-2025,58754,M0098,,Relocation,Other,Engineer,4
E001353,Sheila,Jensen,19-06-2023,18-12-1974,50,South Dustin,28-01-2024,87740,M0083,Marketing,Better Opportunity,Female,Engineer,4
E001354,Elizabeth,Mata,25-05-2023,08-05-1988,36,Guerreroborough,27-01-2024,30525,M0017,,Health Issues,Male,Manager,5
E001355,Lisa,Perez,17-05-2022,09-07-1966,58,Haleview,12-03-2024,168322,M0044,IT,Health Issues,Other,Consultant,2
E001356,Mary,Peterson,03-09-2021,28-03-1979,,West Sarah,09-08-2023,166942,M0071,HR,Resigned,Male,Executive,5
E001357,Tracy,Hernandez,02-12-2021,06-01-1998,27,Watkinsstad,10-04-2023,54367,M0025,Operations,Health Issues,Other,Manager,1
E001358,Dana,Molina,12-05-2023,07-03-1972,52,Gibsonside,24-12-2024,101250,M0034,marketing,Resigned,Female,Manager,5
E001359,Evelyn,Rios,06-01-2022,20-07-1971,53,Scotthaven,04-09-2022,140554,M0024,HR,Terminated,Female,Analyst,3
E001360,Megan,Austin,25-02-2024,23-04-1993,31,Johnsonborough,17-03-2024,143617,M0043,IT,Retired,Female,Consultant,4
E001361,Veronica,Obrien,30-10-2024,19-06-1993,31,Stewartberg,18-08-2025,,M0049,Sales,Terminated,Male,Engineer,2
E001362,Christina,Adams,30-11-2022,23-06-1986,38,Mayshaven,27-02-2024,192023,M0086,Engineering,Terminated,Male,Engineer,5
E001363,Sarah,Castillo,26-01-2021,03-10-1967,57,Joannaberg,24-11-2023,129577,M0007,Engineering,Resigned,Male,Consultant,5
E001364,Justin,Boyle,04-09-2023,27-01-1966,58,New Anneside,02-07-2025,188896,M0063,Operations,Relocation,Female,Executive,5
E001365,Timothy,Cohen,04-01-2023,13-09-1987,37,North Courtneyton,06-03-2025,165681,M0083,IT,Better Opportunity,Male,Analyst,1
E001366,Michelle,Stevens,28-12-2022,07-08-1966,58,West Tylerburgh,21-08-2025,160606,M0026,HR,Terminated,Female,Manager,5
E001367,Anthony,Nelson,15-06-2023,25-04-1973,51,Lyonsmouth,24-05-2024,136275,M0003,Engineering,Health Issues,Female,Executive,3
E001368,Benjamin,Watts,15-08-2021,07-08-1981,43,Nicholasfort,18-04-2023,111591,M0068,,Health Issues,Female,Manager,3
E001369,Tracy,Graham,13-10-2024,23-10-1989,35,Royland,29-03-2025,180343,M0040,IT,Health Issues,Female,Engineer,2
E001370,Paige,Fox,11-12-2022,26-09-1970,54,New Kathleenside,14-06-2024,145145,M0044,Sales,Terminated,Female,Executive,2
E001371,Nicole,Lozano,03-12-2021,10-07-1974,50,Jamesborough,25-01-2023,107475,M0078,Marketing,Better Opportunity,Female,Executive,3
E001372,Alexis,Palmer,23-01-2023,18-10-1976,,Port Benjamin,07-07-2025,99050,M0054,,Better Opportunity,Other,Analyst,4
E001373,Makayla,Jackson,15-09-2024,23-08-1988,36,New Jessicafurt,27-03-2025,109804,,Finance,Better Opportunity,Male,Consultant,5
E001374,Angela,Rangel,02-06-2021,04-10-1985,39,Lake Jaredmouth,16-05-2025,121393,,Sales,Terminated,Other,Executive,3
E001375,Todd,Gonzales,23-10-2024,03-11-1978,46,Odonnellbury,05-11-2025,152795,M0072,hr,Retired,Female,Analyst,3
E001376,Chad,Ashley,02-03-2021,20-07-1967,,New Lance,30-04-2022,102255,M0005,IT,Resigned,Other,Consultant,2
E001377,Olivia,Williams,27-06-2022,18-06-1979,45,Jeffreymouth,18-10-2024,,M0075,Operations,Resigned,Other,Consultant,3
E001378,Jason,Irwin,02-01-2021,29-12-1979,45,Alexanderstad,17-01-2023,145812,M0011,Engineering,Resigned,Other,Manager,1
E001379,Regina,Silva,16-06-2021,06-02-1977,,South Andrew,29-10-2022,92200,M0094,Engineering,Health Issues,Female,Engineer,4
E001661,Danielle,Hart,21-12-2024,30-07-1989,35,West Carolineport,30-07-2025,100121,M0033,Finance,Terminated,Male,Consultant,5
E001381,Elizabeth,Lopez,07-11-2023,02-11-1993,31,Michaelside,27-03-2024,40092,M0074,Operations,Relocation,Other,Consultant,1
E001382,Jenna,Griffin,18-02-2023,29-06-1995,29,Jonesstad,18-11-2023,160900,M0067,Sales,Relocation,Other,Executive,1
E001383,Joseph,Mcdowell,16-03-2022,22-11-1976,48,Jaymouth,15-09-2022,31663,M0064,HR,Better Opportunity,Male,Engineer,1
E001384,James,Thompson,09-10-2022,05-03-1974,,Stephaniefurt,16-11-2022,31003,,Engineering,Retired,Other,Analyst,5
E001385,Marilyn,Barton,01-03-2023,13-05-1992,32,Michaeltown,22-05-2023,137485,M0041,Engineering,Better Opportunity,Female,Manager,1
E001386,Todd,Chambers,08-10-2024,23-12-1976,48,East Joshuaberg,15-01-2025,171995,M0004,HR,Better Opportunity,Male,Analyst,1
E001387,Jose,Bryant,19-07-2024,28-02-1992,32,Lake Katherineton,13-08-2024,60505,M0053,Engineering,Terminated,Male,Engineer,1
E001388,Sean,Cohen,07-11-2022,12-06-1990,34,Robinsonshire,07-02-2023,98027,M0082,hr,Terminated,Other,Executive,2
E001389,Mark,Martin,29-06-2021,08-03-1970,54,Lisafurt,30-04-2025,97717,M0048,,Better Opportunity,Male,Consultant,5
E001143,Andrew,Ramos,16-06-2023,04-08-1992,32,Port Lauren,22-08-2025,46935,M0116,Marketing,Relocation,Male,Consultant,2
E001391,Sharon,Gardner,09-04-2024,04-09-1993,31,Leeville,14-03-2025,86840,M0089,Sales,Retired,Female,Consultant,4
E001392,Ryan,Kim,31-01-2024,30-10-1993,31,Vargasmouth,01-01-2025,180468,M0083,IT,Health Issues,Male,Consultant,3
E001393,Russell,Barnes,01-05-2024,23-12-1998,26,Matthewfurt,06-08-2025,135972,M0119,Marketing,Better Opportunity,Male,Manager,2
E001394,Karla,Blackwell,12-03-2022,22-02-1992,32,Smithshire,23-09-2023,80613,M0101,IT,Relocation,Female,Consultant,3
E001395,Alexander,Davis,15-11-2021,30-12-1982,42,New Cindyton,22-05-2022,159940,M0003,Operations,Relocation,Other,Consultant,1
E001396,Alexander,Hernandez,15-07-2023,01-04-1978,46,Jonestown,22-09-2025,154554,M0065,Operations,Resigned,Male,Analyst,4
E002361,Victor,Burnett,05-06-2024,14-04-1982,42,Kellystad,10-08-2025,72749,M0023,Operations,Better Opportunity,Other,Manager,5
E001398,Anthony,Davis,06-12-2023,18-07-1985,39,Lake Garyport,27-07-2025,96440,M0087,Engineering,Health Issues,Male,Analyst,4
E001399,Jason,Wells,19-01-2022,09-02-1999,,Dennisborough,20-12-2023,142990,M0025,Engineering,Retired,Female,Executive,1
E001400,Tammy,Cox,18-05-2021,07-12-1979,45,New Kimside,21-10-2025,76941,M0033,Sales,Resigned,Male,Engineer,1
E001401,Jesse,Gonzales,14-09-2023,30-05-1971,53,West Jamesmouth,04-01-2024,101151,M0083,,Better Opportunity,Other,Manager,5
E001402,Maria,White,13-01-2024,07-04-1999,25,Valenzuelaport,09-07-2024,190556,M0059,Marketing,Health Issues,Female,Engineer,3
E001403,Brandon,Black,03-12-2021,15-12-1994,30,North Becky,31-08-2023,,M0013,Operations,Retired,Other,Consultant,2
E001404,Jeffery,Williams,27-05-2021,01-09-1977,47,Jenniferchester,21-05-2022,195036,M0016,engineering,Retired,Male,Consultant,4
E001405,Lauren,Richardson,08-04-2022,11-10-1997,27,New Elizabethberg,20-08-2023,191626,M0108,IT,Resigned,Other,Manager,2
E001406,Elizabeth,Fischer,14-08-2021,14-08-1967,57,Harrisfort,14-05-2022,79913,M0112,engineering,Better Opportunity,Female,Consultant,4
E001407,Andrea,Fox,20-03-2022,23-02-1973,51,West Loribury,18-05-2025,149694,M0108,Sales,Terminated,Male,Executive,5
E001408,Bianca,Doyle,19-06-2021,28-12-1991,33,West Cassandrafurt,28-08-2022,152816,,Marketing,Resigned,Other,Executive,3
E001409,Alexandra,Ray,14-03-2024,12-04-1990,34,Port Jesusberg,11-05-2025,39579,M0095,Engineering,Resigned,Female,Engineer,2
E001410,Stacey,Zuniga,03-02-2022,08-03-1993,31,New Andrew,29-11-2024,147133,M0062,Finance,Health Issues,Male,Manager,1
E001411,Jessica,Carpenter,22-12-2022,13-08-1971,53,New Beth,23-06-2023,181224,M0118,IT,Retired,Female,Engineer,4
E001412,Melinda,Lopez,16-07-2023,25-09-1995,29,Johnsonland,16-10-2024,124620,M0067,,Health Issues,Male,Manager,3
E001413,Mary,Miller,08-04-2022,11-05-1991,33,Burnsport,22-07-2023,,M0114,Operations,Resigned,Male,Manager,5
E001414,Jordan,Thompson,10-08-2021,21-12-1981,43,Barbaraland,10-08-2021,49258,M0119,Finance,Resigned,Female,Consultant,4
E001415,Christopher,Moore,07-12-2021,06-03-1998,26,Loriside,19-03-2024,69405,M0072,Engineering,Resigned,Male,Analyst,2
E001416,Mary,Bailey,01-01-2023,05-05-1976,48,East Michelleview,08-02-2025,30728,M0002,,Resigned,Other,Analyst,3
E001417,David,Thompson,13-01-2022,14-03-1980,44,Gonzalezfort,24-11-2022,91675,M0099,Sales,Retired,Other,Executive,5
E001418,James,Oconnell,26-03-2021,21-09-1972,52,North Sergiostad,30-10-2024,157076,M0069,,Relocation,Other,Analyst,1
E001419,Kimberly,Hensley,01-09-2021,31-01-1969,55,New Joel,14-01-2024,88761,M0094,Operations,Health Issues,Other,Engineer,5
E001420,Jaime,Mcpherson,09-11-2022,05-03-2003,21,Davenportland,15-11-2023,192095,M0034,,Resigned,Male,Manager,1
E001421,Zachary,Wright,27-12-2023,22-03-1966,58,Toddhaven,21-05-2024,80995,M0015,Engineering,Better Opportunity,Female,Engineer,3
E001422,Carolyn,Jones,18-06-2021,22-06-1968,56,East Aaronton,24-01-2025,,M0029,Engineering,Retired,Female,Manager,1
E001423,Lawrence,Davis,21-01-2022,25-08-2000,24,East Brandyview,30-05-2023,114230,M0033,Finance,Better Opportunity,Male,Consultant,3
E001424,Hunter,Salinas,26-12-2022,20-01-1970,54,Newmanhaven,09-10-2025,50077,M0056,Finance,Retired,Male,Consultant,3
E001425,Jordan,Erickson,26-01-2023,19-08-1980,44,Millershire,30-09-2023,193363,M0080,Marketing,Resigned,Female,Analyst,1
E001426,Samantha,Shepard,18-09-2024,09-12-1981,,Port Ashleyburgh,18-10-2024,170123,M0007,IT,Better Opportunity,Male,Consultant,2
E001427,Kimberly,Bailey,13-02-2022,14-03-2003,21,Leahburgh,28-02-2023,132K,M0071,Finance,Health Issues,Other,Analyst,5
E001428,Phillip,King,08-11-2024,17-11-1968,56,Parkerport,22-08-2025,76998,M0119,Sales,Better Opportunity,Male,Engineer,5
E001429,Valerie,Bryant,17-02-2022,21-09-1989,35,Port Brianmouth,07-07-2025,153619,M0109,IT,Relocation,Female,Engineer,4
E001430,Elizabeth,Norton,05-01-2022,01-10-1968,56,New Rebecca,13-05-2022,142178,M0045,IT,Health Issues,Other,Analyst,4
E001431,Ryan,Taylor,19-07-2021,20-07-1984,40,West Loritown,15-05-2023,58292,M0110,Finance,Health Issues,Male,Engineer,1
E001432,Aaron,Harvey,23-02-2022,02-06-1981,43,South Jennifer,17-05-2023,59421,M0111,Sales,Health Issues,Female,Engineer,1
E001433,Matthew,Humphrey,23-04-2023,15-12-1989,35,South Charles,19-11-2024,131864,,engineering,Relocation,Female,Manager,5
E001434,Stephen,Roman,01-05-2024,19-03-1999,25,Johnsonchester,29-12-2024,127759,M0120,Operations,Retired,Male,Manager,1
E001435,William,Chang,26-03-2023,24-04-1999,25,West Michaelton,21-06-2025,182242,M0055,Marketing,Better Opportunity,Male,Manager,4
E001436,Julie,Jenkins,07-01-2023,03-10-1987,37,Stonechester,27-09-2024,36028,M0028,Sales,Retired,Female,Executive,2
E001437,Gregory,Cortez,30-10-2024,14-03-1983,41,Edwardmouth,02-03-2025,90396,M0042,Marketing,Health Issues,Other,Analyst,3
E001438,Lynn,Thomas,21-08-2022,18-08-1976,48,Shaneberg,23-12-2023,58154,M0005,IT,Resigned,Male,Analyst,5
E001439,Kara,Perry,22-09-2024,23-04-1965,,Derekchester,17-09-2025,173761,M0011,Marketing,Retired,Female,Analyst,1
E001440,Robert,Vaughn,09-09-2024,27-07-1969,55,Lake Peter,14-04-2025,87944,M0008,Sales,Retired,Male,Executive,5
E001441,Thomas,Sanders,04-05-2023,16-10-1969,55,Autumnmouth,02-03-2024,48672,M0047,Operations,Terminated,Female,Engineer,3
E001442,David,Steele,21-04-2023,15-09-1995,29,Youngport,24-01-2025,153104,M0024,HR,Better Opportunity,Male,Engineer,2
E001443,Nathaniel,Wilkinson,11-06-2024,27-04-1990,34,New Emilyborough,25-09-2024,103637,M0038,Finance,Retired,Other,Manager,5
E001444,Christopher,Salazar,10-04-2022,29-08-1998,26,New Kevinshire,09-11-2024,190317,M0017,Marketing,Retired,Other,Manager,1
E001445,Angel,Lambert,14-10-2024,28-11-1968,56,Andrewfurt,07-07-2025,31959,M0042,IT,Retired,Female,Consultant,5
E001446,Theresa,Thompson,21-10-2024,19-07-1996,28,East Ryan,03-06-2025,109280,M0104,Sales,Better Opportunity,Male,Manager,3
E001447,Briana,Spencer,10-05-2023,14-05-1975,49,West Brian,18-12-2024,57391,M0049,Operations,Terminated,Female,Analyst,2
E001448,Aaron,Soto,05-10-2023,24-03-1998,26,Warrenmouth,14-02-2025,44422,M0092,Sales,Resigned,Female,Analyst,1
E001449,Karen,Taylor,18-07-2021,04-03-1969,55,Melissaton,20-04-2022,92628,M0012,Engineering,Better Opportunity,Female,Executive,4
E001450,Sarah,Ayers,23-06-2024,16-08-1998,26,Garyport,20-09-2024,186355,M0093,engineering,Relocation,Female,Manager,2
E001451,James,Lee,17-11-2021,23-11-2002,22,New Diana,06-11-2022,118729,M0019,Operations,Retired,Other,Consultant,1
E002020,David,Casey,31-07-2024,10-09-1985,39,Lake Virginia,02-11-2025,32902,M0120,OPERATIONS,Better Opportunity,Other,Consultant,2
E001453,Tammy,Washington,11-06-2022,08-03-1980,44,Perkinsport,23-05-2025,78K,M0009,Finance,Retired,Other,Analyst,4
E001454,Christopher,Dyer,30-10-2022,26-06-2001,,North Toddberg,13-07-2023,179255,M0102,IT,Retired,Other,Executive,5
E001455,Charles,Solis,22-04-2024,21-10-1983,41,Willisside,22-06-2024,57403,M0091,Finance,Retired,Female,Manager,1
E001456,Kevin,Pham,01-03-2022,12-08-1974,50,Laneberg,16-03-2024,58752,M0091,Finance,Relocation,Female,Consultant,2
E001457,Danielle,Baker,18-12-2023,22-09-1977,,North Randallburgh,07-02-2025,141389,M0027,Engineering,Health Issues,Female,Consultant,2
E001458,Lisa,Rodriguez,21-07-2022,12-03-1982,42,North Patrickmouth,06-06-2025,149366,M0089,HR,Resigned,Other,Analyst,1
E001459,Amy,Mcfarland,09-07-2021,26-09-1994,30,West Sean,04-06-2022,35492,M0028,Operations,Health Issues,Other,Engineer,3
E001460,Brenda,Perkins,04-06-2024,15-12-1974,50,Spencershire,15-12-2024,54161,M0015,Marketing,Terminated,Female,Consultant,4
E001461,Craig,Watkins,29-04-2022,15-07-1971,53,South Stephen,01-12-2022,154319,M0013,Finance,Relocation,Female,Executive,4
E001462,Shannon,House,27-07-2024,06-03-1992,32,Amyland,19-11-2025,79633,M0023,Sales,Better Opportunity,Other,Engineer,2
E001463,Cheryl,Trevino,02-04-2022,07-02-1973,51,North Kristiechester,09-07-2022,142K,M0047,Operations,Relocation,Female,Manager,3
E001464,Elizabeth,Phillips,02-03-2024,04-02-1981,43,North Garystad,11-03-2025,46541,M0085,Sales,Relocation,Female,Engineer,2
E001465,Wanda,Sanders,31-05-2021,25-01-2004,20,Ortegabury,18-06-2025,45229,M0059,Sales,Retired,Male,Analyst,1
E001466,Timothy,Schroeder,05-03-2024,25-02-1978,46,West Brenda,17-09-2025,72K,,IT,Relocation,Other,Manager,5
