EmployeeID,FirstName,LastName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating,Attrition
E000667,Melissa,Carson,2022-04-08,1991-01-05,34.0,Gabriellemouth,2025-09-02,179200.0,M0007,It,Terminated,Female,Executive,1,Yes
E000668,Kristopher,Evans,2024-01-01,1999-05-07,25.0,New Michaelshire,2024-04-07,62000.0,M0094,Sales,Retired,Female,Engineer,4,Yes
E000669,Lisa,Baird,2021-05-24,1993-10-22,31.0,South Scott,2023-02-21,88000.0,M0045,It,Resigned,Female,Consultant,3,Yes
E000670,Billy,Richards,2021-11-10,1968-04-09,56.0,Dayton,2025-04-28,150741.0,M0076,Operations,Terminated,Male,Engineer,5,Yes
E000671,Margaret,Carlson,2022-04-04,2003-08-11,21.0,East Alexanderborough,2025-08-28,133870.0,M0017,Sales,Relocation,Male,Analyst,1,Yes
E000672,Larry,Green,2023-01-29,1978-07-12,46.0,Port Karlaport,2025-06-18,60000.0,M0051,Marketing,Relocation,Female,Analyst,2,Yes
E000673,Jason,Powell,2023-05-05,1978-04-18,46.0,Tonyachester,2024-04-28,138000.0,M0107,Sales,Resigned,Male,Manager,2,Yes
E000674,Amber,Lyons,2024-07-03,1998-08-14,26.0,East Robert,2025-10-12,68520.0,M0047,Hr,Terminated,Male,Manager,4,Yes
E000675,James,Jefferson,2024-03-09,1991-05-28,33.0,Nicolasside,2024-08-08,39653.0,M0059,Sales,Better Opportunity,Male,Consultant,1,Yes
E000676,Mary,Nelson,2021-08-08,1971-12-27,53.0,South Coreymouth,2024-02-23,78512.0,M0033,Finance,Resigned,Female,Analyst,1,Yes
E000677,Charles,Riley,2024-05-03,1984-08-09,40.0,Maciastown,2024-10-12,109632.0,M0043,Engineering,Resigned,Male,Analyst,1,Yes
E000678,Brian,Sanders,2021-09-02,2000-08-02,24.0,Lake Michael,2023-05-19,169783.0,M0069,Engineering,Relocation,Male,Executive,3,Yes
E000679,Randy,Caldwell,2021-03-14,1995-02-23,29.0,Lake Harryfurt,2024-09-19,112828.0,M0090,It,Retired,Male,Analyst,5,Yes
E000680,David,Nguyen,2022-01-07,1966-03-18,58.0,Sandramouth,2025-09-24,37058.0,M0055,Hr,Resigned,Male,Consultant,1,Yes
E000681,Monica,Smith,2023-10-01,1992-03-10,32.0,Dorseyport,2024-08-02,42312.0,M0084,It,Relocation,Male,Executive,1,Yes
E000682,John,Huff,2021-04-27,1986-04-29,38.0,West Linda,2021-04-27,197821.0,M0050,Sales,Terminated,Male,Executive,3,Yes
E000683,Cindy,Park,2021-08-26,1987-09-05,37.0,Port Rachel,2025-11-08,65352.0,M0110,Engineering,Terminated,Female,Engineer,5,Yes
E000684,Victor,Fritz,2023-08-30,1985-06-18,39.0,Port Kimberlytown,2025-01-29,156547.0,M0094,Finance,Better Opportunity,Female,Executive,5,Yes
E000685,Crystal,Bryan,2022-01-01,1987-08-18,37.0,North Brianna,2023-01-08,54136.0,M0010,Marketing,Terminated,Male,Manager,5,Yes
E000686,Maria,Hodges,2024-12-09,1994-10-02,30.0,North Morgan,2025-05-21,34917.0,M0106,Hr,Relocation,Female,Manager,1,Yes
E000687,Frank,Chandler,2021-02-10,1973-02-03,51.0,West Jennifer,2023-08-02,31446.0,M0032,Finance,Relocation,Female,Consultant,4,Yes
E000688,Bryce,Sharp,2024-03-18,2004-01-02,21.0,West Jade,2025-07-27,87332.0,M0007,Marketing,Health Issues,Female,Manager,3,Yes
E000689,Jorge,Keller,2021-04-09,1983-06-16,41.0,Williamschester,2025-08-25,168171.0,M0085,Marketing,Health Issues,Female,Consultant,5,Yes
E000690,Melinda,Smith,2024-10-23,1973-09-03,51.0,Lake Josephport,2025-03-20,82080.0,M0080,Engineering,Retired,Female,Consultant,2,Yes
E000691,Richard,Thomas,2021-12-01,1993-06-27,31.0,Keithview,2023-06-30,106936.0,M0012,It,Better Opportunity,Female,Consultant,4,Yes
E000692,Brett,Smith,2024-10-14,1972-08-15,52.0,Debrastad,2025-04-18,42117.0,M0095,Hr,Retired,Female,Manager,2,Yes
E000693,Carolyn,Hart,2024-01-16,2003-03-22,21.0,New Elizabethberg,2025-03-18,178288.0,M0037,It,Resigned,Female,Consultant,1,Yes
E000694,Kevin,Gonzalez,2021-02-17,1985-12-21,39.0,New Ambermouth,2022-05-27,138321.0,M0055,Engineering,Health Issues,Male,Analyst,5,Yes
E000894,Anthony,Gilbert,2024-12-09,1974-03-15,50.0,West Wendyfort,2025-10-16,162889.0,M0052,Sales,Resigned,Male,Engineer,3,Yes
E000696,Rachel,Jones,2022-08-17,1988-11-05,36.0,Hicksfurt,2024-05-06,176748.0,M0071,It,Terminated,Female,Analyst,2,Yes
E000697,Deborah,Hunter,2023-05-23,1980-04-01,44.0,Wilsonshire,2023-08-06,157094.0,M0039,It,Retired,Female,Analyst,2,Yes
E000698,Russell,Ball,2024-01-29,1966-05-15,58.0,North Sabrina,2024-08-26,190217.0,M0032,Engineering,Health Issues,Female,Engineer,4,Yes
E000699,Brian,Garcia,2022-03-29,1995-10-14,29.0,Simsberg,2024-12-05,112828.0,M0022,Finance,Health Issues,Male,Executive,3,Yes
E000700,Roy,Berry,2024-10-10,1968-08-25,56.0,Arroyohaven,2024-12-19,146308.0,M0073,It,Relocation,Male,Manager,5,Yes
E000701,Christina,Morales,2022-09-08,1969-11-09,55.0,Port Frederick,2024-03-25,184166.0,M0025,Finance,Better Opportunity,Male,Consultant,2,Yes
E000702,James,Taylor,2022-02-05,1995-11-10,29.0,Snydermouth,2022-04-28,30706.0,M0001,Marketing,Health Issues,Male,Consultant,3,Yes
E000703,John,Shelton,2023-10-03,1982-02-25,42.0,North Paulborough,2025-03-10,126448.0,M0100,Engineering,Relocation,Male,Engineer,1,Yes
E000704,Jennifer,Bryant,2021-03-13,1976-12-19,48.0,North Kylestad,2025-03-09,192038.0,M0090,Sales,Better Opportunity,Female,Executive,1,Yes
E000705,Tammy,Barrett,2023-04-20,1966-03-25,58.0,Chandlertown,2025-11-29,133675.0,M0007,Engineering,Better Opportunity,Female,Engineer,3,Yes
E000706,Matthew,Martinez,2022-12-04,1968-01-25,56.0,New Nicholasborough,2024-09-15,181710.0,M0094,Marketing,Relocation,Male,Executive,5,Yes
E000707,Matthew,Hill,2023-05-19,1975-10-25,49.0,East Trevorview,2024-02-07,112568.0,M0101,Engineering,Retired,Female,Manager,1,Yes
E000708,Jared,Lee,2022-10-26,1972-02-12,52.0,Paulside,2024-06-22,184816.0,M0065,It,Retired,Male,Analyst,5,Yes
E000709,Dakota,Hernandez,2023-06-09,2003-12-02,21.0,Millerberg,2023-11-28,125895.0,M0064,Finance,Resigned,Male,Manager,2,Yes
E000710,Nicole,Johnson,2023-01-18,1996-01-19,28.0,Derekborough,2024-08-30,55282.0,M0099,Marketing,Better Opportunity,Female,Executive,5,Yes
E000711,Megan,Maddox,2023-08-02,1982-04-25,42.0,East Ronaldshire,2024-07-04,100211.0,M0117,Marketing,Terminated,Female,Manager,5,Yes
E000712,Melissa,Vargas,2021-04-16,1973-12-16,51.0,Johnsonborough,2025-08-03,79731.0,M0039,Hr,Retired,Female,Engineer,1,Yes
E000713,Benjamin,Clayton,2024-03-04,1994-10-17,30.0,Hamiltonmouth,2025-07-06,111803.0,M0020,Finance,Health Issues,Male,Manager,1,Yes
E000714,Joshua,Thompson,2021-06-11,1993-12-06,31.0,Lake Sandrafurt,2022-03-12,37908.0,M0071,Sales,Better Opportunity,Male,Analyst,4,Yes
E000715,Daniel,Stephens,2022-12-17,1967-01-04,58.0,North Gary,2025-06-03,130147.0,M0087,It,Relocation,Male,Consultant,2,Yes
E000716,Wendy,Aguilar,2023-08-22,1977-04-12,47.0,Hollystad,2025-03-22,110088.0,M0118,Engineering,Resigned,Female,Analyst,4,Yes
E000717,Denise,Castillo,2023-06-30,1966-07-26,58.0,Camachoburgh,2024-07-23,140189.0,M0114,It,Relocation,Female,Engineer,4,Yes
E000718,Richard,Lewis,2023-03-20,1996-01-08,29.0,East Joshuafurt,2024-08-16,129534.0,M0047,It,Terminated,Male,Analyst,1,Yes
E000719,Angela,Hardy,2021-01-10,1987-12-06,37.0,Port Jamesshire,2021-09-07,174175.0,M0093,Engineering,Relocation,Female,Analyst,5,Yes
E000720,Travis,Pierce,2022-01-08,1973-04-08,51.0,Hernandezchester,2025-11-15,99212.0,M0016,Finance,Terminated,Female,Analyst,5,Yes
E000721,Matthew,Moore,2024-08-10,1977-07-19,47.0,North Tracy,2025-03-16,156083.0,M0009,It,Relocation,Male,Manager,4,Yes
E000722,Andrea,Young,2021-10-15,1995-09-03,29.0,Richardsonfort,2022-03-06,72572.0,M0111,Sales,Terminated,Female,Manager,2,Yes
E000723,Karl,Campbell,2021-01-28,1971-06-01,53.0,Davidstad,2024-02-03,75000.0,M0092,Engineering,Retired,Male,Executive,1,Yes
E000724,Justin,Chapman,2022-01-19,1998-09-21,26.0,Schwartzberg,2023-04-21,161760.0,M0005,It,Resigned,Male,Executive,4,Yes
E000725,Matthew,Baxter,2023-03-20,1993-11-20,29.0,West Jasminemouth,2023-06-11,193884.0,M0032,Hr,Terminated,Female,Manager,3,Yes
E000726,Michael,Martinez,2023-12-07,1971-12-27,53.0,Bautistaburgh,2025-02-25,144387.0,M0025,Engineering,Retired,Male,Engineer,3,Yes
E000727,Darren,Perez,2024-10-28,1973-12-22,51.0,Port Stephen,2024-11-19,112828.0,M0002,It,Health Issues,Male,Executive,5,Yes
E000728,Melissa,Brooks,2021-12-05,1971-10-15,53.0,South Daniel,2025-10-24,159188.0,M0066,Operations,Resigned,Male,Manager,2,Yes
E000729,Jennifer,Taylor,2022-10-26,1986-01-18,38.0,Heatherhaven,2025-01-12,86011.0,M0071,Marketing,Relocation,Male,Engineer,1,Yes
E000730,Rebecca,Hodges,2022-10-09,1990-12-14,34.0,Sheltonville,2023-08-19,43114.0,M0113,Operations,Retired,Female,Engineer,3,Yes
E000731,Kenneth,Hamilton,2022-03-04,1993-03-25,31.0,Cobbport,2023-10-21,61000.0,M0047,Marketing,Better Opportunity,Male,Consultant,4,Yes
E000732,Jessica,Anderson,2021-05-13,1982-07-24,42.0,Lindsayfurt,2021-12-18,112828.0,M0082,Operations,Better Opportunity,Male,Manager,3,Yes
E000733,David,Martin,2024-05-11,1997-06-06,27.0,New Richard,2025-06-30,64859.0,M0009,Engineering,Terminated,Male,Consultant,4,Yes
E000734,Beth,Moore,2021-12-03,1990-07-28,34.0,Palmerberg,2022-09-15,155351.0,M0052,Marketing,Resigned,Male,Analyst,5,Yes
E000735,Joshua,Grant,2023-08-02,1994-10-08,30.0,Tylerville,2023-10-04,97096.0,M0114,Sales,Terminated,Male,Manager,1,Yes
E000736,Darren,Brooks,2022-02-18,1978-10-24,46.0,East Whitney,2025-11-20,49267.0,M0066,Engineering,Terminated,Male,Manager,2,Yes
E000737,Ashley,Esparza,2023-11-15,2002-12-20,22.0,East Sarah,2024-06-16,151684.0,M0081,Operations,Retired,Female,Analyst,3,Yes
E000738,Diana,Clark,2024-03-22,1973-02-20,51.0,South Melissa,2024-12-23,90132.0,M0061,Marketing,Health Issues,Male,Manager,3,Yes
E000739,Heather,Morrison,2022-05-30,1976-07-24,48.0,Jonesmouth,2025-10-24,110116.0,M0003,Engineering,Resigned,Male,Executive,2,Yes
E000740,Melissa,Soto,2022-08-06,1967-02-03,57.0,North Danielborough,2024-08-16,47250.0,M0016,Operations,Health Issues,Male,Consultant,3,Yes
E000741,Jennifer,Sanchez,2023-12-01,1979-03-06,45.0,Wrightfurt,2024-12-31,179029.0,M0115,Engineering,Resigned,Female,Executive,2,Yes
E000742,William,Black,2021-04-23,1974-12-04,50.0,Johnsonview,2021-08-30,150511.0,M0007,Engineering,Relocation,Female,Analyst,5,Yes
E000743,John,Adams,2024-06-21,1975-03-29,49.0,Tuckermouth,2025-01-26,121368.0,M0020,Marketing,Better Opportunity,Female,Manager,4,Yes
E000744,Alexa,Monroe,2022-05-19,1977-10-02,47.0,East Samuel,2023-12-18,152462.0,M0013,Finance,Resigned,Female,Executive,2,Yes
E000745,Ashley,Morrison,2023-10-26,1994-05-11,30.0,Taylorton,2025-06-08,133179.0,M0051,It,Better Opportunity,Male,Executive,3,Yes
E000746,Frederick,Martinez,2024-07-25,1972-09-22,52.0,North James,2024-11-22,169317.0,M0082,Operations,Retired,Female,Manager,3,Yes
E000747,Joel,Cisneros,2022-02-23,1982-08-14,42.0,Craigfurt,2025-11-05,39401.0,M0047,Hr,Health Issues,Female,Manager,2,Yes
E000748,Hannah,Diaz,2022-09-02,1999-07-17,25.0,New Christopher,2025-06-11,33691.0,M0083,Finance,Relocation,Male,Executive,2,Yes
E000749,Maria,Martin,2021-08-28,1970-06-30,54.0,New Craig,2023-12-17,151511.0,M0080,Sales,Terminated,Female,Executive,5,Yes
E000750,Denise,Wise,2024-07-14,1969-11-23,55.0,East Melissachester,2024-08-23,157000.0,M0049,Marketing,Relocation,Female,Analyst,3,Yes
E000751,Andrew,Lewis,2023-10-13,1984-05-21,40.0,South Keith,2023-11-23,151726.0,M0026,It,Relocation,Female,Manager,3,Yes
E000752,Samantha,Roberts,2021-07-29,1967-11-05,57.0,Brownchester,2025-01-23,156539.0,M0001,Engineering,Relocation,Female,Analyst,2,Yes
E000753,Kristen,Hall,2023-04-20,1990-12-30,32.0,Lake Amandamouth,2023-10-09,163054.0,M0015,Operations,Terminated,Female,Manager,1,Yes
E000331,Peter,Waters,2024-02-29,1972-08-02,52.0,East Toniview,2024-10-14,144997.0,M0065,It,Better Opportunity,Male,Engineer,5,Yes
E000755,Ashley,Rice,2021-11-20,1972-01-25,52.0,East Dillon,2024-02-21,126613.0,M0017,Hr,Resigned,Female,Manager,4,Yes
E000756,Paul,Lee,2022-12-23,1979-05-31,45.0,South Jennifer,2025-09-18,108852.0,M0120,Finance,Retired,Male,Analyst,2,Yes
E000757,Jasmine,Chambers,2021-01-27,1969-11-07,55.0,South Donald,2024-02-02,153635.0,M0076,Marketing,Terminated,Female,Analyst,5,Yes
E004563,Tina,Grant,2021-06-22,2003-10-04,21.0,Parkerstad,2024-01-18,58719.0,M0102,Operations,Relocation,Female,Engineer,4,Yes
E000759,Beverly,Jimenez,2021-12-12,1997-01-07,28.0,Lake Jenniferton,2022-12-11,112969.0,M0045,Marketing,Terminated,Female,Engineer,4,Yes
E000760,Joanna,Smith,2023-01-16,1985-01-01,40.0,Port Bradley,2023-02-17,146088.0,M0095,Hr,Better Opportunity,Male,Analyst,3,Yes
E000761,Jim,Wagner,2021-07-26,2000-08-18,23.0,Lake Christianshire,2024-05-12,72824.0,M0052,Engineering,Health Issues,Male,Analyst,4,Yes
E000762,John,Ruiz,2024-05-11,1965-10-30,59.0,Judithport,2025-03-08,157541.0,M0066,Operations,Terminated,Male,Executive,3,Yes
E000763,David,Johnson,2023-09-20,1998-07-08,26.0,Thorntonport,2023-10-10,112828.0,M0013,Sales,Relocation,Male,Executive,4,Yes
E000764,Michelle,Scott,2024-09-18,2004-02-08,20.0,Smithburgh,2025-02-13,98351.0,M0048,Finance,Resigned,Male,Consultant,2,Yes
E000765,Christopher,Berry,2022-03-07,1975-07-16,49.0,North Anthonymouth,2024-08-03,117098.0,M0042,Engineering,Better Opportunity,Female,Consultant,4,Yes
E000766,Charles,Jefferson,2023-05-23,1967-06-28,57.0,Kingland,2023-06-09,40746.0,M0039,Finance,Terminated,Female,Executive,1,Yes
E000767,Nicole,Thompson,2021-06-11,1978-01-05,47.0,West Brittanyview,2022-12-18,109872.0,M0025,Operations,Terminated,Female,Manager,2,Yes
E000768,Chris,Thornton,2023-09-09,1966-05-21,58.0,South Leslie,2025-08-28,182925.0,M0037,Engineering,Relocation,Male,Engineer,1,Yes
E000769,John,Walton,2021-09-24,1975-11-13,49.0,South Linda,2025-01-22,80056.0,M0083,Hr,Health Issues,Male,Engineer,4,Yes
E000770,Michael,Baker,2024-06-03,1995-10-09,29.0,Mitchellchester,2024-09-14,102027.0,M0081,Marketing,Retired,Male,Analyst,1,Yes
E000771,Christopher,Christian,2023-12-06,1996-02-05,28.0,South Michaelmouth,2025-09-03,195084.0,M0090,Sales,Resigned,Male,Engineer,1,Yes
E000772,Stephen,Scott,2024-12-29,1965-08-26,59.0,Port Jeffrey,2025-07-01,178009.0,M0009,Engineering,Health Issues,Female,Executive,1,Yes
E000773,John,Walters,2021-07-17,1995-08-15,29.0,Derrickbury,2022-11-17,100295.0,M0006,It,Relocation,Male,Consultant,2,Yes
E005398,Joel,Moore,2021-12-15,1986-04-03,38.0,Roblesland,2023-05-28,176161.0,M0074,Sales,Health Issues,Male,Executive,2,Yes
E000775,Kelly,Martinez,2024-06-09,1984-11-08,40.0,South Steven,2024-06-28,106014.0,M0024,Hr,Relocation,Male,Engineer,2,Yes
E000776,Jonathan,Bryant,2022-06-05,1987-03-23,37.0,Jasonshire,2024-12-17,54237.0,M0085,Marketing,Relocation,Male,Engineer,1,Yes
E000777,Brittany,Newman,2021-09-30,1978-03-22,46.0,Simmonsburgh,2022-04-16,37000.0,M0082,It,Relocation,Female,Consultant,5,Yes
E000778,Sarah,Smith,2022-12-23,1981-05-25,43.0,Stephenland,2024-03-02,184087.0,M0060,Operations,Terminated,Female,Analyst,3,Yes
E000779,Holly,Kent,2024-08-09,1972-12-23,52.0,Reyesfort,2024-11-19,57567.0,M0066,Sales,Health Issues,Male,Engineer,2,Yes
E000780,Elizabeth,Thomas,2022-02-12,2003-03-24,21.0,Theresamouth,2023-10-19,41220.0,M0082,Operations,Better Opportunity,Female,Consultant,1,Yes
E000781,Carol,Shelton,2024-05-01,1998-07-18,26.0,Gloverbury,2024-12-08,39000.0,M0010,Marketing,Better Opportunity,Female,Analyst,1,Yes
E000782,Robert,Hall,2022-06-08,1967-06-15,57.0,North Kimberly,2023-06-11,99089.0,M0038,Sales,Resigned,Male,Executive,4,Yes
E000783,Manuel,Bentley,2022-07-13,1995-03-25,29.0,Justinchester,2024-09-20,76941.0,M0047,Engineering,Resigned,Male,Manager,4,Yes
E000784,Walter,Bradford,2022-05-30,1987-03-04,37.0,West Cynthia,2024-07-23,68567.0,M0082,Marketing,Relocation,Female,Manager,2,Yes
E004081,Carol,Noble,2021-12-04,1993-01-15,31.0,South Evelynton,2024-05-24,42129.0,M0107,Sales,Health Issues,Male,Manager,3,Yes
E000786,Albert,Clark,2021-12-14,1973-04-21,51.0,East Danielleshire,2023-05-01,35301.0,M0104,Hr,Better Opportunity,Male,Manager,3,Yes
E000787,George,Crawford,2021-07-29,1993-06-23,31.0,Barronfort,2023-05-28,168000.0,M0090,Finance,Retired,Male,Consultant,2,Yes
E000029,Charles,Lewis,2024-09-02,1985-07-23,39.0,West Kelli,2025-08-27,63000.0,M0107,Engineering,Health Issues,Male,Engineer,3,Yes
E000789,Shirley,Gross,2023-09-17,1987-07-14,37.0,North Williamberg,2024-01-26,33113.0,M0114,Operations,Health Issues,Female,Analyst,5,Yes
E000790,Sarah,Bernard,2022-10-06,1992-07-18,32.0,Victoriamouth,2024-12-08,185393.0,M0049,Operations,Terminated,Male,Engineer,1,Yes
E000791,John,Moore,2021-03-15,1968-10-22,56.0,Ryanton,2022-03-14,133213.0,M0116,It,Retired,Male,Executive,1,Yes
E000792,Shawn,Johnson,2023-03-25,1986-12-03,38.0,Port Shawn,2025-06-12,57709.0,M0091,Engineering,Retired,Male,Executive,3,Yes
E000793,Anthony,Rivera,2023-07-15,1982-07-20,42.0,Johnsonburgh,2024-05-11,151477.0,M0078,Sales,Resigned,Male,Executive,4,Yes
E000794,Wendy,Davila,2022-04-19,1969-10-06,55.0,West Gina,2025-02-17,142073.0,M0092,Hr,Better Opportunity,Male,Consultant,5,Yes
E000795,Allen,Anderson,2021-08-16,2000-07-25,24.0,Bryantville,2024-07-22,57690.0,M0066,Sales,Retired,Male,Consultant,1,Yes
E000796,Jill,Burns,2022-11-05,1987-04-13,37.0,South Jessicashire,2022-11-10,113861.0,M0090,Engineering,Resigned,Female,Consultant,4,Yes
E000797,Randall,Norton,2022-11-28,1987-05-20,37.0,Vanessafort,2023-02-13,136362.0,M0025,It,Health Issues,Male,Manager,1,Yes
E000117,Lucas,Cooper,2023-01-13,1990-09-28,34.0,Stevenshire,2025-07-11,48606.0,M0110,Engineering,Terminated,Male,Analyst,1,Yes
E000799,Marvin,Lara,2024-11-04,1980-03-09,44.0,Suttonberg,2025-11-22,73594.0,M0005,Marketing,Retired,Male,Consultant,1,Yes
E000800,Trevor,Graham,2022-02-28,1995-02-26,29.0,Samanthatown,2024-03-06,150544.0,M0094,Finance,Terminated,Male,Manager,3,Yes
E000801,Katherine,Taylor,2023-07-12,2001-07-24,23.0,Patelmouth,2024-10-20,100110.0,M0003,Marketing,Health Issues,Female,Analyst,3,Yes
E000802,Daniel,Villa,2024-10-22,1982-08-08,42.0,South Christophermouth,2025-09-19,111842.0,M0106,Sales,Retired,Male,Manager,2,Yes
E000803,Tanya,Lang,2021-02-26,1984-12-31,40.0,Harrisview,2023-04-05,70472.0,M0079,Finance,Retired,Male,Manager,3,Yes
E000804,Lisa,Smith,2023-08-21,1992-12-08,32.0,New Scottshire,2023-11-20,45136.0,M0086,Finance,Terminated,Female,Manager,2,Yes
E000805,Alexis,Bernard,2021-04-07,1992-10-21,32.0,East Dianachester,2023-07-16,182000.0,M0012,Engineering,Relocation,Male,Manager,2,Yes
E000806,Matthew,Robbins,2024-05-22,1996-09-01,28.0,Masonchester,2025-05-17,56461.0,M0038,Marketing,Terminated,Female,Manager,1,Yes
E000807,Martin,Frazier,2021-08-21,1987-12-25,37.0,East Julie,2024-08-20,112828.0,M0090,Engineering,Terminated,Male,Analyst,3,Yes
E000808,Martha,Perez,2022-03-21,1989-08-26,35.0,South Sandy,2024-11-25,112828.0,M0010,Finance,Health Issues,Male,Engineer,1,Yes
E000809,Christopher,Powell,2022-12-08,1967-12-11,57.0,West Corey,2023-03-10,139745.0,M0111,Engineering,Resigned,Female,Analyst,2,Yes
E000810,Michael,Knight,2024-02-13,1995-11-20,29.0,South Jacqueline,2024-02-13,94469.0,M0004,Engineering,Relocation,Male,Manager,4,Yes
E000811,Donald,Mcdaniel,2024-09-08,1986-02-04,39.0,North Melindaview,2025-07-20,200000.0,M0045,Engineering,Better Opportunity,Female,Engineer,1,Yes
E000812,Nancy,Frazier,2024-09-21,2002-03-14,22.0,North Patrickshire,2025-01-23,137404.0,M0002,Hr,Retired,Male,Executive,3,Yes
E000813,Margaret,Kelly,2023-11-11,2002-03-14,22.0,Iantown,2025-02-28,54046.0,M0044,Marketing,Retired,Female,Engineer,2,Yes
E000814,Jennifer,Rios,2023-09-24,1985-05-10,39.0,Olsonfort,2025-09-18,53408.0,M0011,Operations,Health Issues,Female,Consultant,1,Yes
E000815,Betty,Key,2022-06-13,1985-08-02,39.0,Kaiserton,2024-05-19,195437.0,M0092,Finance,Better Opportunity,Female,Analyst,4,Yes
E000816,Helen,Beard,2021-09-29,1996-10-17,27.0,Campbellfort,2024-03-18,76000.0,M0030,Finance,Health Issues,Male,Manager,3,Yes
E000817,Meredith,Anderson,2021-11-20,1971-05-07,53.0,South Timothy,2024-05-23,78167.0,M0012,Engineering,Terminated,Female,Engineer,1,Yes
E000818,Jack,Moreno,2022-08-28,2003-06-30,21.0,East Gina,2025-06-20,196000.0,M0058,Sales,Relocation,Male,Manager,2,Yes
E000819,Michael,Lewis,2024-08-15,1997-02-09,27.0,West Ruth,2025-06-09,83465.0,M0083,Hr,Better Opportunity,Male,Consultant,1,Yes
E000820,Steven,Woods,2022-09-30,1970-10-19,54.0,New Jamesberg,2025-11-01,37536.0,M0073,Marketing,Resigned,Male,Engineer,1,Yes
E000821,David,Turner,2021-03-11,1982-04-17,42.0,North Lindsay,2022-02-08,184648.0,M0030,Engineering,Resigned,Male,Manager,4,Yes
E000822,Kevin,Coleman,2023-08-28,1971-01-09,54.0,North Jerryborough,2024-12-29,127305.0,M0040,Finance,Health Issues,Male,Consultant,4,Yes
E000823,Mary,Flores,2021-09-13,1992-08-27,32.0,Port Christopher,2023-12-11,158185.0,M0010,Hr,Health Issues,Male,Executive,2,Yes
E000824,Robert,Patel,2022-11-09,1999-03-01,25.0,Jacksonmouth,2024-10-17,176575.0,M0051,Operations,Health Issues,Male,Engineer,3,Yes
E000825,William,Savage,2021-06-20,1999-05-08,25.0,Gordonside,2024-10-15,89689.0,M0085,Marketing,Retired,Male,Engineer,5,Yes
E000826,Teresa,Thompson,2023-09-05,1984-01-19,40.0,Ramirezburgh,2025-10-11,130000.0,M0093,Hr,Health Issues,Female,Engineer,5,Yes
E000827,Jessica,Smith,2024-06-11,1976-12-25,48.0,Haydenton,2025-11-05,171697.0,M0068,Sales,Retired,Female,Analyst,5,Yes
E000828,Thomas,Ward,2024-06-25,1985-08-01,39.0,Castilloburgh,2025-09-09,135258.0,M0054,Operations,Better Opportunity,Male,Engineer,3,Yes
E000829,Vanessa,Smith,2022-08-04,1992-12-14,32.0,North Andrewchester,2022-09-11,176080.0,M0038,Operations,Resigned,Female,Manager,3,Yes
E000830,Laura,Price,2022-04-25,2003-06-29,21.0,Port Melissafurt,2024-03-30,182410.0,M0044,Marketing,Relocation,Male,Manager,1,Yes
E000831,Cindy,Jones,2022-04-21,2000-08-12,24.0,New Nicholas,2024-02-20,88401.0,M0120,Marketing,Health Issues,Female,Executive,5,Yes
E000832,Shannon,Collins,2022-08-15,1966-04-29,58.0,West Kirstenland,2025-05-03,186000.0,M0088,Hr,Relocation,Female,Engineer,2,Yes
E000833,Sherry,Lee,2023-11-05,1976-10-31,48.0,Stantonberg,2025-06-04,38470.0,M0093,Finance,Terminated,Female,Consultant,4,Yes
E000834,Sarah,Anderson,2023-03-12,1994-04-19,30.0,South Justinton,2024-01-01,115765.0,M0112,Engineering,Terminated,Male,Analyst,2,Yes
E000835,Eric,Hansen,2023-02-05,1972-01-18,52.0,Chavezfort,2023-03-02,154988.0,M0095,Finance,Relocation,Male,Analyst,1,Yes
E000836,Vanessa,Morris,2021-01-14,1990-01-27,34.0,Port Josephburgh,2025-10-16,81180.0,M0118,Finance,Relocation,Female,Executive,4,Yes
E000837,Nancy,Durham,2024-07-16,1988-03-20,36.0,North Valerie,2025-05-18,90081.0,M0038,It,Terminated,Male,Analyst,2,Yes
E000838,Lori,Murphy,2021-12-09,1982-04-21,42.0,Amberton,2022-03-04,36249.0,M0057,It,Resigned,Female,Engineer,4,Yes
E000839,Vanessa,Munoz,2024-09-30,1993-05-12,31.0,Lake Joshuaberg,2025-08-13,179454.0,M0108,Finance,Health Issues,Female,Analyst,2,Yes
E000840,Miranda,Sanchez,2023-06-06,2002-01-09,22.0,Port Courtneyville,2024-04-17,150286.0,M0117,Operations,Health Issues,Female,Manager,5,Yes
E000841,Craig,Simmons,2024-03-06,1999-05-10,25.0,Castillotown,2024-10-26,172055.0,M0016,Hr,Relocation,Male,Executive,5,Yes
E000842,Jennifer,Campbell,2023-02-20,1982-02-04,42.0,West Kennethtown,2025-06-21,153972.0,M0029,Hr,Terminated,Female,Executive,2,Yes
E000843,Ryan,Carlson,2022-06-19,1990-01-14,34.0,Fernandezside,2022-12-03,132187.0,M0055,Engineering,Resigned,Male,Executive,4,Yes
E000844,Joanna,Williams,2021-03-20,1980-01-26,45.0,New Danielburgh,2025-08-05,142516.0,M0035,Hr,Retired,Female,Engineer,3,Yes
E000845,Keith,Blankenship,2021-12-12,1998-03-19,26.0,Charlesshire,2022-01-24,170500.0,M0074,Engineering,Resigned,Male,Consultant,1,Yes
E000846,Robert,Hughes,2024-03-26,1975-03-04,49.0,Lake Erica,2024-08-14,120070.0,M0070,Operations,Relocation,Male,Executive,5,Yes
